title|artist|year|location|duration|tempo|loudness|artist_hotness|song_hotness
Climax (Instrumental Mix)|Slum Village|0|Detroit MI|200.61995|95.599|-8.42|0.43|0.33
Give It Up Or Let Me Go|Dixie Chicks|1998|Austin, TX|296.30649|103.863|-6.98|0.58|0.72
BOMB SQUAD|Bomb Squad|0|Connecticut|191.11138|109.614|-12.054|0.35|0.27
Le Chat du Café des Artistes|Charlotte Gainsbourg|2009||241.65832|150.256|-9.838|0.52|0.86
Joy to the World|The Jordanaires & Orion|0|Springfield, MO|97.69751|106.317|-16.102|0.28|0.0
Don't Know How To Be|God Lives Underwater|1995||215.40526|169.966|-5.66|0.36|0.56
I'm Back|Eminem|2000|St. Joseph, MO|312.2673|180.168|-3.989|0.8|0.81
Althea Cooley|Mack and Jamie|0||27.6371|118.668|-14.629|0.27|nan
Yearning Just For You|Bob Wills|0|Kosse, TX|160.26077|88.301|-12.009|0.38|nan
Sincerely|Don & Juan|0|Ohio|148.16608|98.442|-10.666|0.32|nan
ONE WAY LOVE|An Cafe|0||276.13995|152.988|-3.856|0.31|nan
Merry-Go-Runaround|Bob Hope|2003|Eltham, England|147.722|133.325|-13.21|0.34|nan
Canción De Títeres|María Elena Walsh|0||114.80771|111.104|-11.836|0.26|nan
Devil's Daughter|Eric Burdon|1988|Walker-on-Tyne, England|262.97424|80.031|-8.737|0.36|0.46
The Taking Of Angelique|Dark Shadows|0|AUSTRALIA|67.05587|110.933|-24.522|0.24|nan
Question Authority|Circle Jerks|1982|California - LA|122.64444|173.669|-10.18|0.41|0.67
4tx.31b|S.U.P|1993||274.54649|154.01|-9.748|0.27|nan
Loup Garou|Deville_ Willy|1996|New York, New York|291.91791|103.258|-13.75|0.38|0.21
Oh No|Daniel Johnston|1984|Sacramento, CA|237.68771|105.641|-24.905|0.47|0.51
So Many Reasons|Jake Hess|2004|Tennessee|168.77669|92.76|-13.478|0.33|nan
32 Lines (Album Version)|Sophie B. Hawkins|1999|New York, NY [Manhattan]|302.86322|129.316|-7.838|0.38|nan
Levallois Monte Carlo|Georges Parys|0||155.58485|90.278|-15.88|0.0|nan
Dragonfly|Diesel Boy|1998|Santa Rosa, California|140.06812|205.553|-4.564|0.38|0.34
Fading Lady Light|Jefferson Starship|0|San Francisco, CA|220.52526|122.348|-8.365|0.42|0.29
The Croppy Boy|The Irish Tenors|2001||283.55873|142.612|-21.999|0.37|0.25
Many Are We|Keep Of Kalessin|2006||292.41424|110.044|-5.377|0.47|0.56
Play The Part|Eyes Set to Kill|2010|Tempe, AZ|158.95465|97.497|-4.392|0.56|0.65
Cajun Honey (Cajun Lovin' Style)|Rod Bernard|0|Opelousas, LA|103.44444|155.254|-14.314|0.25|nan
Sloppy (I Saw My Baby Gettin')|Devo|1978|Georgia|159.89506|88.841|-11.704|0.53|0.61
Reminissin'|Geiom Feat. Marita|0||363.38893|140.022|-9.983|0.38|0.58
Caseta del Plater|Pep Laguarda & Tapineria|0||340.53179|125.262|-16.265|0.0|nan
2 People|Ann Lee|0|United States|217.62567|170.373|-5.625|0.35|nan
In Fate's Hands (Album Version)|The Red Jumpsuit Apparatus|2006|Middleburg, Florida|208.79628|199.004|-2.983|0.57|0.6
Tem Do de Mim (Live At El Matador_ San Francisco)|Sergio Mendes|0|Niteroi, Brazil|161.59302|179.609|-19.397|0.42|0.0
Salvation|Chroma Key|2004|Canada|160.31302|120.091|-11.242|0.4|0.5
Till There Was You (John Creamer & Stephane K Remix)|Rachael Starr|2005||608.23465|127.996|-10.289|0.43|0.54
I Love No One But You|Don Gibson|1991|Shelby, North Carolina|169.63873|123.531|-14.257|0.38|0.0
A história do incêndio do jequitibá de Carangola (Part 1)|Hélio Ziskind|0||143.67302|128.636|-15.316|0.0|nan
Shame|Anna Abreu|2007||205.45261|143.864|-6.692|0.42|0.48
Arise_ My Love (Song Of Solomon)|Michael Card|0||208.50893|93.542|-21.716|0.34|0.33
Two Guitars Shuffle (take 1)|Lonnie Brooks|0|Dubuisson, LA|351.73832|124.471|-12.302|0.38|0.46
What If I Forget The Champagne|Stanley Clarke|1998|Philadelphia, PA|312.76363|123.352|-13.455|0.46|0.37
Listen|Mykill Miers|0|United States|236.5122|91.16|-14.249|0.33|nan
Elementro|TEN MADISON|2003||405.41995|92.699|-7.495|0.35|0.0
Meteor Of War (Album Version)|Rancid|0|Bay Area, CA|81.10975|168.752|-3.869|0.54|nan
Kangaroo Blues|Moon Mullican|0|Corrigan, Polk County, TX|173.24363|95.278|-20.884|0.28|nan
Remember (Walkin' In the Sand)|The Shangri-Las|1964|Queens, NY|136.01914|65.771|-13.53|0.42|nan
Tappin' Out (LP Version)|The Katies|0||199.8624|155.193|-6.077|0.26|nan
The Stranger|James Horner|2003|Los Angeles, CA|231.57506|186.138|-30.387|0.49|0.4
A.C.A.B. (Bumper Sessions)|4 Skins|0||89.44281|140.52|-7.238|0.0|nan
Nanã|Mario Telles|1962||212.13995|97.34|-9.989|0.2|nan
NOT IN LOVE|The Scare|0||218.95791|95.33|-4.692|0.4|0.4
Are You There (With Another Girl)|Burt Bacharach|1967||175.882|115.756|-13.04|0.47|nan
Intro|The Chi-Lites|0|Chicago, IL|251.27138|138.501|-16.218|0.4|nan
No Good In Goodbye|Jason Michael Carroll|2007||229.8771|87.712|-3.662|0.52|0.49
Copacabana|Sivuca|0|Itabaiana, Para�, Brazil|137.482|148.046|-16.469|0.32|nan
I Wanna Be Where You Are|Michael Jackson|1972||182.7522|207.544|-8.962|0.77|nan
Tenderly|Eddie Calvert|0||171.65016|130.598|-19.941|0.31|nan
Danny's All-Star Joint (LP Version)|Rickie Lee Jones|1979|Chicago, IL|246.62159|143.497|-14.071|0.5|0.6
I'd Rather Have Jesus|Loretta Lynn|1965|Nashville, TN, Texas|161.48853|79.181|-13.797|0.41|0.27
Miesten tähden|Rauni Pekkala|1994||162.14159|93.657|-9.812|0.0|nan
Song For Paul|Alex Gopher|2007||164.0224|80.012|-12.836|0.39|0.38
Charly (Trip Into Drum And Bass Version) (Remastered)|The Prodigy|0|Braintree, Essex, England|312.86812|96.732|-6.361|0.6|0.63
Thrill Me|Simply Red|1991|İngiltere|303.96036|93.975|-6.289|0.5|0.72
Covered (The Beauty Of Simplicity Album Version)|Telecast|0|California - LA|197.98159|84.951|-14.258|0.43|0.27
Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version)|Twista|2005|Chicago, IL|259.70893|124.734|-7.482|0.59|nan
From the Gardner Meditations: African Tarantella|Stefon Harris|2006||538.27873|70.875|-12.169|0.38|0.28
Beautiful Lies|Eddie|0||317.962|153.942|-10.558|0.36|nan
Alma De Metal|Bobby Pulido|1999|Edinburg, TX|216.31955|100.252|-8.88|0.43|0.26
Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là|Ramón Vargas;Vesselina Kasarova;Vladimir Jurowski|0||333.92281|158.715|-17.677|0.29|nan
Toby|The Chi Lites|1974|Chicago, IL|170.70975|149.394|-9.957|0.4|nan
La Fruta Bomba|Fruko Y Sus Tesos|2000||242.75546|84.751|-8.588|0.37|nan
World Destruction (2005 Digital Remaster)|Time Zone|0|HARPERSVILLE, Alabama|233.63873|92.499|-7.532|0.35|0.23
Wartime Blues|Blind Lemon Jefferson|1927|Couchman, TX|185.41669|162.496|-19.308|0.38|nan
Theme From the Victors|Frank Chacksfield|0|Battle, Sussex, England|142.65424|95.611|-20.139|0.35|nan
Only You|Nana Mouskouri|1997|Athens, Greece|175.12444|137.476|-11.778|0.39|0.0
Change Your Mind|KMD|0||239.12444|119.961|-10.877|0.38|nan
O.T. (Skit)|Cam'Ron|2004|Harlem, NY|24.73751|215.0|-28.603|0.52|nan
Na Primeira Manhã|Alceu Valença|1997||162.84689|121.988|-9.785|0.37|nan
Wildflower|Bon Jovi|2005|Sayreville, NJ|253.83138|93.044|-6.083|0.72|0.63
Dolores|The Merry Macs|0|Minneapolis, MN|194.84689|71.27|-18.692|0.25|nan
Tables Turn|Ann Nesby|0|Joliet, IL &amp; Atlanta, GA|243.01669|88.008|-8.578|0.42|0.27
Heal (The Separation) [PM Dawn Alt. Lead Mix]|The Shamen|1996|Aberdeen, Scotland|280.31955|109.96|-9.198|0.39|0.0
Rock The House (Explicit)|Gorillaz|2001||249.93914|171.918|-7.033|0.61|0.81
East West|Thomas Battenstein|0||342.20363|134.132|-13.774|0.0|nan
Carol of the Bells (Album Version)|Danny Wright|0|Texas|240.53506|95.995|-17.041|0.37|0.41
The Invasion (Aka Black Wa Da Da)|Burning Spear|0|NY - Long Island|334.31465|146.392|-12.763|0.47|0.61
Motivator|Midwest Product|2003|Ann Arbor, MI|301.73995|141.002|-8.874|0.35|0.5
IV|From Autumn To Ashes|2002|Long Island, NY|147.64363|97.169|-12.063|0.51|0.51
La petite boite en fer|Mademoiselle Sane|0||217.62567|63.154|-11.875|0.35|0.0
Jesus_ Lover Of My Soul (Bonus Stereo Trax)|Passion|0|Florida|253.41342|114.303|-16.307|0.39|0.0
The Other Side Of That Hill|Barbara Fairchild|0|Knobel, AK|329.24689|151.676|-8.159|0.37|nan
Own Me|The Frequency|2004||284.682|153.667|-11.221|0.34|0.22
Someday (I Will Understand)|Britney Spears|2005|Kentwood, LA; Los Angeles, CA|1.04444|0.0|-23.555|0.61|nan
Fall Line|Jack Johnson and Friends / Matt Costa|2003|Galveston, TX|136.30649|150.519|-11.234|0.64|nan
Don't It (make Your Troubles Seem Small) (Album Version)|Soul Asylum|1986|Minneapolis, MN|168.93342|195.005|-11.71|0.47|0.37
Morghe Eshgh|Mohammad Nouri|0||224.02567|85.56|-17.661|0.37|0.3
Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]|Big Star|0|Memphis, TN|241.60608|160.68|-7.724|0.5|0.37
Das ist mein Viertel|Eko Fresh feat. Capkekz|0|M�engladbach, Germany|236.14649|94.998|-2.653|0.36|0.27
Me vuelves loco|Caballo Dorado|0||190.22322|161.486|-8.221|0.3|0.0
Sista|City High|2001||231.33995|159.975|-7.99|0.4|0.43
I'mma Break It Down|Eazy-E|1988|Compton, California|208.32608|115.692|-8.078|0.53|nan
1er Gaou|Magic Systeme|0||287.34649|120.693|-7.715|0.0|nan
Valerie|Amy Winehouse|2007|London|229.85098|96.224|-7.256|0.58|0.78
It Ain't What It Seems|Pat Travers|0|Toronto, Canada|225.20118|138.966|-7.284|0.38|0.33
November Has Come|Gorillaz|2005||160.96608|84.141|-8.317|0.61|0.81
The Very Conscious|The Antripodean Collective|0||720.53506|60.641|-12.044|0.37|0.0
Back A Yard|The In Crowd|1979||266.81424|121.713|-8.333|0.38|nan
Given Up (Album Version)|Linkin Park|2007|Los Angeles, CA|189.28281|100.073|-4.034|0.79|0.59
South Bound Water|Lonnie Johnson|0|New Orleans, LA|189.98812|86.761|-23.005|0.4|0.0
Ja Nun Hons Pris|Bryan Ferry|2002|Washington, England|35.65669|82.568|-18.161|0.56|0.43
It's Good To Know Jesus|Mississippi Mass Choir|2003||221.90975|116.49|-13.448|0.46|0.51
Things You Do To Me|Martin Sexton|2000|Syracuse, NY|256.62649|137.765|-9.071|0.45|nan
O For a Thousand Tongues|Glad|0||202.55302|105.364|-14.807|0.37|0.0
Tripping Billies|DAVE MATTHEWS BAND|1993|Charlottesville, VA|289.09669|125.159|-4.62|0.64|nan
Your Love (Got a Hold of Me) instrumental|George Nooks|0||252.3424|179.888|-5.641|0.34|nan
Kaloobafak [I'm Confessin' (That I Love You)] (LP Version)|Jim Kweskin|0|Stamford, CT|235.31057|63.993|-18.638|0.3|nan
Nobody In Mind|Joe Turner|0|Florida|171.65016|84.737|-20.075|0.31|nan
Run A Mile|The Pineapple Thief|2006||399.82975|140.077|-7.715|0.49|0.57
Wo You Jin Ri|Justin|0|Georgia|298.10893|120.016|-9.226|0.34|nan
Cranford: Deborah's Vigil|Carl Davis|0|Bellevue Washington USA|167.20934|80.959|-24.082|0.32|nan
All Is One|Atman|1998||433.94567|89.385|-7.77|0.37|nan
Washes Over Me|Wamdue Project|0|Atlanta, GA|422.24281|123.984|-10.412|0.43|0.21
Junior Crehan's Favourite - Corney Is Coming|Planxty|1973||156.18567|202.789|-14.873|0.38|0.48
Jag Vet En Dejlig Rosa|Thomas Battenstein|0||175.90812|98.241|-18.529|0.0|nan
Hannikaisen baari|Hector|0|CANADA - Ontario|282.64444|133.088|-13.98|0.37|0.55
Luo Cuo Che|Sammi Cheng|0||295.57506|87.099|-12.611|0.39|nan
It Could All Get Blown Away|The Jeff Healey Band|1992||283.03628|94.543|-7.535|0.41|0.73
Bob Your Head|RUN-DMC|1990||227.5522|64.101|-12.654|0.61|0.41
Make it up|Anthony Cruz|2005|Mandeville, Jamaica|264.14975|95.37|-11.398|0.33|0.0
Le Roi A Fait Battre Tambour|Jacques Douai|0||143.43791|73.716|-16.243|0.15|nan
Dope Nose|Weezer|2002||137.37751|127.407|-5.477|0.78|0.82
Never Alone|Walter Hawkins|1978|Oakland, CA|468.00934|129.761|-13.75|0.31|0.27
Love Lifted Me|Eddy Raven|0|Lafayette, LA|141.68771|115.591|-12.994|0.34|0.0
Wings Off Flies (2009 Digital Remaster)|Nick Cave & The Bad Seeds|0||246.46485|103.145|-11.936|0.48|nan
Working On The Highway|Bruce Springsteen|1984|Freehold, NJ|191.99955|183.709|-11.516|0.84|0.75
Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge)|Fabolous|2003|Brooklyn, NY|246.33424|96.708|-5.268|0.54|0.54
Xin Bu Liao Qing|Fiona Sit|0||232.48934|99.977|-6.327|0.36|nan
The Pig|Showbread|2008||197.79873|110.235|-5.586|0.55|nan
I'll Be Glad|Elvin Bishop|2005|Glendale, CA|335.69914|100.173|-4.559|0.41|0.33
Gaya's Dream|The Gathering|0||363.31057|87.797|-11.098|0.49|nan
Anyone Who Had A Heart|Cal Tjader|2003|St. Louis, MO|200.12363|118.596|-18.896|0.37|nan
Nothing Matters Anymore|Showbread|2009||252.21179|164.963|-3.708|0.55|nan
Fortunate Fool|Jack Johnson|2000|Galveston, TX|228.70159|128.684|-10.736|0.68|0.82
Tu Vuo_ Fa_ L_ Americano|Rita Chiarelli|0||278.33424|95.508|-13.083|0.29|0.25
High Horse|Workhorse|2007|Mississippi|251.402|85.209|-7.2|0.32|0.27
Intro/Whatcha Gonna Do about It|Humble Pie|0|Essex, England|288.02567|93.716|-11.088|0.4|0.24
September Song|The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith|1997||218.48771|67.452|-23.596|0.28|nan
Bodyfly (Dynamix original version)|Dynamix|0|NY - New York City|451.02975|85.326|-5.927|0.32|nan
Brampton To Roadhead|Gathering|0||242.93832|95.035|-9.989|0.24|nan
Stop That Thing|Sleepy John Estes|1935|Ripley, TN|163.91791|96.982|-15.832|0.35|nan
Drumroll (We're All Thirsty)|P.O.S|0||156.83873|108.279|-5.924|0.46|nan
Tu Quieres Volver|Gipsy Kings|1987|Arles, France|194.87302|165.006|-8.403|0.54|0.78
Cable|Languis|0||199.00036|126.999|-16.595|0.37|0.19
Get 'em|Redman / Saukrates / Icadon|0|Newark, NJ|204.19873|231.264|-13.57|0.49|0.54
Romanza|Hard Romantic|0||267.7024|81.974|-18.479|0.0|0.0
Walking To Jerusalem|Tracy Byrd|1996|Vidor, TX|209.08363|116.625|-7.56|0.42|nan
Calm Down Dad|Helen Love|0|Cardiff, Wales|143.15057|205.016|-4.737|0.35|0.38
Dragonfly|Connemara Stone Company|0||192.10404|123.36|-7.179|0.4|0.22
Intro|DJ Clue / P. Diddy|1998|New York, NY [Queens]|64.70485|81.229|-23.129|0.42|0.39
Bigbigkiss|Helen Love|2000|Cardiff, Wales|213.39383|162.101|-9.559|0.35|nan
To Go Home|Daniel Johnston|1982|Sacramento, CA|270.78485|131.011|-12.664|0.47|0.55
Duh Duh Da|Lidell Townsell|0||201.82159|125.013|-9.926|0.31|0.21
"Pete's Crusade (12"" Version) (2006 Digital Remaster)"|Light Of The World|0|London, England|251.92444|120.878|-12.262|0.37|nan
Departure / End Title (Love Theme From Night Of Dark Shadows)|Dark Shadows|0|AUSTRALIA|115.43465|61.349|-21.277|0.24|nan
She Don't Belong To You|Sue Foley|1998|Ottawa, Ontario, Canada|224.65261|105.21|-6.278|0.4|0.33
Q1.1 Edit|Basic Channel|1995|Berlin, Germany|62.92853|160.546|-23.563|0.36|0.5
Blowin' In the Wind|Ben Sidran|2009|Chicago, IL|307.80036|68.479|-17.336|0.36|0.22
The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check)|Joy Division|0||245.34159|117.339|-6.521|0.58|0.4
This Is For My Bitches|Jim Jones featuring Oshy|2009|New Mexico|224.31302|121.978|-4.62|0.53|0.45
Let It All Go|Krayzie Bone|0||175.5424|181.03|-4.982|0.44|0.43
Youre nobody till somebody loves you|Mills Brothers|0||79.64689|124.906|-7.704|0.39|nan
Here You Come Again (LP Version)|Barry Mann|0|Brooklyn, NY|170.44853|106.687|-9.741|0.36|0.0
Brother Can You Spare A Dime (Album Version)|Jim Kweskin with Samoa Wilson|0|Stamford, CT|325.35465|74.045|-12.375|0.3|nan
Hummingbird|Jimmy Page|1988|Heston, Middlesex, England|322.97751|139.015|-13.865|0.42|0.56
Tabernacle Song|Fake Problems|2009||195.47383|103.776|-7.246|0.46|0.66
"(You're) Timeless To Me (""Hairspray"")"|John Travolta / Christopher Walken|0||287.16363|128.685|-9.021|0.31|0.53
I'm Gonna Take My Time|Anthony Watson|0|Mobile, AL|259.83955|163.902|-6.567|0.0|nan
Dig Up Her Bones|The Misfits|1997|New Jersey|181.21098|111.153|-5.128|0.55|0.77
Cien Anos|Selena|0|Texas|190.35383|90.602|-5.266|0.55|0.33
Collides With Beauty|ATB|2004||349.04771|136.967|-6.615|0.51|0.74
A Little Of You|Eurythmics|1986|London, England|236.61669|111.122|-4.21|0.52|0.49
2 Fists Full Of Nothing|Bruisers|0||289.01832|135.233|-10.419|0.42|nan
In My Heart|Paul Avgerinos|2004||338.96444|85.558|-28.406|0.32|0.0
Amaze|Jimmy Riley|0||215.24853|159.96|-5.651|0.3|nan
El Mar No Cesa (Live)|Héroes del Silencio|1991||198.89587|159.483|-8.85|0.52|0.49
Forgive Me (High Key-Premiere Performance Plus)|Steve Green|0||211.722|99.619|-16.941|0.35|nan
Anfang Vom Ende|Pyranja|2003||60.55138|96.264|-9.255|0.36|0.22
I'll Pray For You|The Perrys|0|Maryland|255.26812|82.487|-16.076|0.38|0.0
My Own Way|Evolution|0|Sofia|208.50893|97.015|-6.047|0.42|nan
Dunn's Revenge|Paul Buckmaster|0||123.76771|134.56|-32.586|0.31|0.0
Pick Me Up On Your Way Down - Original|Charlie Walker|0|Collins County, TX|152.73751|144.265|-15.912|0.36|nan
Beloki|Peloton|0|California - SF|238.05342|70.229|-21.519|0.0|nan
Ich bleib so wie ich bin|Eko Fresh feat. Ado|2007|M�engladbach, Germany|215.92771|126.693|-5.771|0.36|0.27
Brightess night|Wilks|0||256.07791|90.006|-8.527|0.08|nan
Shenandoah|The Statler Brothers|1967|Staunton, VA|201.27302|104.068|-16.822|0.41|0.5
Schauet Her!|Der Plan|1983||34.32444|121.834|-13.546|0.35|0.0
Life is Love|NO-TONE ft.Inusa|0||396.7473|126.012|-5.208|0.24|0.46
Que Ves Por Tu Ventana|David Saylor|0||218.22649|121.9|-6.61|0.0|nan
Talking During Sex (LP Version)|Martin Lawrence|0||202.78812|61.863|-16.161|0.46|0.0
Nadal De Luintra|Berrogüetto|2000||242.62485|99.546|-8.765|0.39|0.0
Smith & Wesson|Frenchy|0||246.17751|96.904|-8.613|0.31|0.0
Vietnamese Baby|The New York Dolls|1973|New York, NY|234.84036|84.058|-5.771|0.48|nan
Bring Out Your Dead|Cadacross|2002|Finland|217.93914|92.608|-4.384|0.39|0.6
Angry Chair|Alice In Chains|1992|Seattle, WA|262.47791|111.239|-5.499|0.58|nan
The Modern Rome Burning|Anti-Flag|2008|Pittsburgh, PA|299.80689|178.804|-6.247|0.52|0.63
Spawn (Again)|Silverchair|0|Newcastle|207.56853|138.385|-6.336|0.54|0.42
Suck My Blood|Beherit|2009|Helsinki|266.89261|149.069|-5.268|0.43|0.56
Friends Of All Races|Rocky Whatule|0||283.74159|96.591|-8.606|0.05|nan
Love Shines Through  (Dream Album Version)|Michelle Tumes|0||232.22812|120.028|-5.165|0.4|0.0
White Jetta|Casiotone For The Painfully Alone|2009||197.25016|180.094|-9.31|0.39|0.71
"non-existent track (part one: ""why don't you fuckin' remember anything ?"")"|Aphasia|2001||244.32281|192.063|-7.468|0.34|nan
Jane 5|EPMD|1997|allentown Pennsylvania USA|161.35791|86.819|-8.667|0.45|0.49
Canon In D Major (J. Pachelbel)|Mariano Yanani|0||192.41751|126.273|-16.922|0.31|0.0
Need To Shout|Architecture In Helsinki|2005|Melbourne|249.28608|139.999|-10.414|0.51|0.76
Café Sarajevo|Lara|0||190.85016|109.318|-11.809|0.31|nan
Gallows (Album Version)|Atreyu|2009|Orange County, CA|208.66567|138.536|-3.639|0.59|nan
Fanfara|Save As|0||228.98893|85.33|-11.042|0.0|nan
La Nuit|Patrick Eudeline|0||188.21179|116.975|-8.969|0.0|nan
La chanson des genêts|Jean Lumière|0||183.43138|124.113|-11.333|0.26|0.0
You Know How I Do [Live From Bamboozle]|Taking Back Sunday|0|Long Island, New York|227.57832|165.145|-5.534|0.57|0.36
Io Vivo|Piero Esteriore|0||246.54322|100.071|-6.212|0.18|nan
Ay Nare Nare|Grup Knar|0||381.70077|120.093|-9.421|0.25|0.0
Breath Of Fresh Air|Warrior King|2002||225.77587|83.831|-6.937|0.41|0.57
She Left Me A Mule |Sonny Landreth|1999|Caton, MS|212.63628|87.669|-12.617|0.37|0.33
Destiny|Buju Banton|1997|Kingston, Jamaica|239.0722|134.941|-7.38|0.51|nan
Chu Hsin|B.A.D.|0|London, England|241.81506|121.993|-6.65|0.47|nan
Love Is All Around|Wet Wet Wet|1994|Glasgow, Scotland|246.38649|84.084|-6.574|0.41|nan
Cell (Album)|Falling Into Place|0|Volos, Greece|293.72036|138.045|-9.785|0.47|0.71
Maracaia|Timbalada|2006||242.1024|180.06|-7.203|0.37|0.4
There Are More Questions Than Answers|Johnny Nash|1972|Houston, TX|167.26159|163.257|-12.43|0.41|nan
Radio Jay|Mario Rosenstock|0||361.82159|100.091|-7.839|0.05|nan
DEU470956112|Marty Robbins|0|Glendale, AZ|129.67138|140.73|-8.116|0.48|0.27
Ya Basta|Jay Pérez|0||193.802|104.387|-6.01|0.39|0.0
Trois Noëls québècois (trad): Gabriel|Catherine King/Matthew Schwinghammer/The American Boychoir|0|New Jersey|125.3873|101.672|-29.374|0.29|nan
Lebaran|Bimbo|0||288.86159|147.991|-7.687|0.34|0.0
Sommarens sista mås|Arne Weise|2002||198.24281|144.082|-15.879|0.0|nan
Wang Wang Blues|Hank Penny|0|Birmingham, AL|126.95465|95.95|-13.159|0.35|0.51
Siri|Samba Mapangala and Orchestra Virunga|0|Kenya|301.66159|97.817|-9.417|0.0|0.0
Suba|Jason Miles|0|NY - New York City|256.20853|196.004|-8.699|0.37|0.25
Beauty And The Beast|Nightwish|1997|Kitee, Finland|382.58893|78.959|-4.657|0.58|nan
The Lonesome Boatman|The Fureys|0||234.50077|117.85|-20.58|0.33|nan
Knock Knock|Joe Lynn Turner|0||231.1571|161.063|-6.604|0.36|0.0
Markus sång|Kent|0|Eskilstuna, Sweden|215.562|121.6|-8.669|0.49|0.48
General Chariot Corp. (LP Version)|Bob Newhart|0||326.29506|78.785|-19.242|0.37|0.0
She Don't Move Me No More|BB King|1995|Memphis, Tennessee|186.40934|52.932|-12.967|0.54|0.39
Police Story|Black Flag|1981|Los Angeles, CA|92.36853|114.378|-12.206|0.55|0.68
Through the Looking Glass (jazz)|Chris Standring|2006|California - LA|261.0673|109.997|-9.435|0.42|nan
Alma Mater|Moonspell|1995|Portugal|318.9024|117.593|-5.255|0.5|nan
Ormhäxan|Finntroll|2007||278.93506|180.06|-5.73|0.43|0.62
Wish (Album Version)|Beautiful Creatures|2001||263.96689|151.508|-4.763|0.4|nan
Soul of Ethiopia|Oh No|2009|Oxnard, CA|110.57587|128.116|-7.1|0.43|0.51
Prospection|Henri Pousseur|0|Malm�, Belgium|298.73587|65.919|-22.235|0.26|nan
Dontchaletmecatchya|The Wiyos|0|NY - New York City|186.30485|192.831|-9.866|0.32|0.0
Louie Louie|Eddie and the Subtitles|0||143.98649|154.072|-14.489|0.31|0.27
This Ain't A Love Song|Bon Jovi|1995|Sayreville, NJ|432.97914|91.775|-7.984|0.72|nan
Chase The Light|Dope Stars Inc.|2006||233.22077|154.998|-4.741|0.43|0.53
